movieId,title,year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1674,Witness ,1985,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1675,Incognito ,1997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1676,Starship Troopers ,1997,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1677,Critical Care ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1678,"Joy Luck Club, The ",1993,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1679,Chairman of the Board ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1680,Sliding Doors ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1681,Mortal Kombat: Annihilation ,1997,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1682,"Truman Show, The ",1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1683,"Wings of the Dove, The ",1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1684,Mrs. Dalloway ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1685,"I Love You, I Love You Not ",1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1686,Red Corner ,1997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1687,"Jackal, The ",1997,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1688,Anastasia ,1997,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1689,"Man Who Knew Too Little, The ",1997,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1690,Alien: Resurrection ,1997,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1693,Amistad ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1694,"Apostle, The ",1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1695,Artemisia ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1696,Bent ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1699,"Butcher Boy, The ",1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1701,Deconstructing Harry ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1702,Flubber ,1997,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1703,For Richer or Poorer ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1704,Good Will Hunting ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1707,Home Alone 3 ,1997,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1711,Midnight in the Garden of Good and Evil ,1997,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1713,Mouse Hunt ,1997,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1717,Scream 2 ,1997,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1718,Stranger in the House ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1719,"Sweet Hereafter, The ",1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1721,Titanic ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1722,Tomorrow Never Dies ,1997,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1726,"Postman, The ",1997,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1727,"Horse Whisperer, The ",1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1729,Jackie Brown ,1997,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1730,Kundun ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1731,Mr. Magoo ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1732,"Big Lebowski, The ",1998,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1733,Afterglow ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1734,My Life in Pink (Ma vie en rose) ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1735,Great Expectations ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1739,3 Ninjas: High Noon On Mega Mountain ,1998,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1746,Senseless ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1747,Wag the Dog ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1748,Dark City ,1998,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1752,Hard Rain ,1998,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1753,Half Baked ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1754,Fallen ,1998,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
1755,Shooting Fish ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1757,Fallen Angels (Duo luo tian shi) ,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1759,"Four Days in September (O Que É Isso, Companheiro?) ",1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1760,Spice World ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1762,Deep Rising ,1998,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1767,Music From Another Room ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1769,"Replacement Killers, The ",1998,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1770,B. Monkey ,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1771,Night Flier ,1997,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1772,Blues Brothers 2000 ,1998,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1777,"Wedding Singer, The ",1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1779,Sphere ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1783,Palmetto ,1998,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1784,As Good as It Gets ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1785,King of New York ,1990,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1791,Twilight ,1998,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1792,U.S. Marshals ,1998,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1793,Welcome to Woop-Woop ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1794,Love and Death on Long Island ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1797,Everest ,1998,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1798,Hush ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1799,Suicide Kings ,1997,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1801,"Man in the Iron Mask, The ",1998,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1804,"Newton Boys, The ",1998,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1805,Wild Things ,1998,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1806,Paulie ,1998,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1807,"Cool, Dry Place, A ",1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1809,Fireworks (Hana-bi) ,1997,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1810,Primary Colors ,1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1812,Wide Awake ,1998,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1816,Two Girls and a Guy ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1821,"Object of My Affection, The ",1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1824,Homegrown ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1825,The Players Club ,1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1826,Barney's Great Adventure ,1998,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1827,"Big One, The ",1997,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1829,Chinese Box ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1831,Lost in Space ,1998,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1833,Mercury Rising ,1998,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1834,"Spanish Prisoner, The ",1997,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1835,City of Angels ,1998,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1836,"Last Days of Disco, The ",1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1837,"Odd Couple II, The ",1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1839,My Giant ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1840,He Got Game ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1841,"Gingerbread Man, The ",1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1844,Live Flesh (Carne trémula) ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1845,Zero Effect ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1848,"Borrowers, The ",1997,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1855,Krippendorf's Tribe ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1856,Kurt & Courtney ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1857,"Real Blonde, The ",1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1858,Mr. Nice Guy (Yat goh ho yan) ,1997,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1859,Taste of Cherry (Ta'm e guilass) ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1860,Character (Karakter) ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1862,Species II ,1998,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1863,Major League: Back to the Minors ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1866,"Big Hit, The ",1998,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1867,Tarzan and the Lost City ,1998,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1870,"Dancer, Texas Pop. 81 ",1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1873,"Misérables, Les ",1998,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1875,Clockwatchers ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1876,Deep Impact ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1881,Quest for Camelot ,1998,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1882,Godzilla ,1998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1883,Bulworth ,1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1884,Fear and Loathing in Las Vegas ,1998,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1885,"Opposite of Sex, The ",1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1887,Almost Heroes ,1998,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1888,Hope Floats ,1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1889,Insomnia ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1891,"Ugly, The ",1997,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1892,"Perfect Murder, A ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1893,Beyond Silence (Jenseits der Stille) ,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1894,Six Days Seven Nights ,1998,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1895,Can't Hardly Wait ,1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1897,High Art ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1900,"Children of Heaven, The (Bacheha-Ye Aseman) ",1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1902,Dream for an Insomniac ,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1904,Henry Fool ,1997,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1906,Mr. Jealousy ,1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1907,Mulan ,1998,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1909,"X-Files: Fight the Future, The ",1998,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
1910,I Went Down ,1997,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1911,Dr. Dolittle ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1912,Out of Sight ,1998,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1913,Picnic at Hanging Rock ,1975,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1914,Smoke Signals ,1998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1916,Buffalo '66 (a.k.a. Buffalo 66) ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1917,Armageddon ,1998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1918,Lethal Weapon 4 ,1998,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1919,Madeline ,1998,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1920,Small Soldiers ,1998,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1921,Pi ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1922,Whatever ,1998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1923,There's Something About Mary ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1924,Plan 9 from Outer Space ,1959,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1926,"Broadway Melody, The ",1929,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1927,All Quiet on the Western Front ,1930,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1928,Cimarron ,1931,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1929,Grand Hotel ,1932,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1931,Mutiny on the Bounty ,1935,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1932,"Great Ziegfeld, The ",1936,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1933,"Life of Emile Zola, The ",1937,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1934,You Can't Take It with You ,1938,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1936,Mrs. Miniver ,1942,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1937,Going My Way ,1944,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1938,"Lost Weekend, The ",1945,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1939,"Best Years of Our Lives, The ",1946,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1940,Gentleman's Agreement ,1947,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1941,Hamlet ,1948,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1942,All the King's Men ,1949,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1944,From Here to Eternity ,1953,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1945,On the Waterfront ,1954,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1946,Marty ,1955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1947,West Side Story ,1961,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1948,Tom Jones ,1963,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1949,"Man for All Seasons, A ",1966,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1950,In the Heat of the Night ,1967,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1951,Oliver! ,1968,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1952,Midnight Cowboy ,1969,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1953,"French Connection, The ",1971,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1954,Rocky ,1976,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1955,Kramer vs. Kramer ,1979,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1956,Ordinary People ,1980,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1957,Chariots of Fire ,1981,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1958,Terms of Endearment ,1983,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1959,Out of Africa ,1985,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1960,"Last Emperor, The ",1987,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1961,Rain Man ,1988,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1962,Driving Miss Daisy ,1989,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1963,Take the Money and Run ,1969,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1964,Klute ,1971,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1965,Repo Man ,1984,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1966,Metropolitan ,1990,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1967,Labyrinth ,1986,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1968,"Breakfast Club, The ",1985,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A ",1985,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1970,"Nightmare on Elm Street 3: Dream Warriors, A ",1987,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1971,"Nightmare on Elm Street 4: The Dream Master, A ",1988,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1972,"Nightmare on Elm Street 5: The Dream Child, A ",1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) ",1991,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1974,Friday the 13th ,1980,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1975,Friday the 13th Part 2 ,1981,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1976,Friday the 13th Part 3: 3D ,1982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1977,Friday the 13th Part IV: The Final Chapter ,1984,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1978,Friday the 13th Part V: A New Beginning ,1985,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1979,Friday the 13th Part VI: Jason Lives ,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1980,Friday the 13th Part VII: The New Blood ,1988,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1981,Friday the 13th Part VIII: Jason Takes Manhattan ,1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1982,Halloween ,1978,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1983,Halloween II ,1981,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1984,Halloween III: Season of the Witch ,1982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1985,Halloween 4: The Return of Michael Myers ,1988,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1986,Halloween 5: The Revenge of Michael Myers ,1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1987,Prom Night ,1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1990,Prom Night IV: Deliver Us From Evil ,1992,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1991,Child's Play ,1988,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1992,Child's Play 2 ,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1993,Child's Play 3 ,1991,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1994,Poltergeist ,1982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1995,Poltergeist II: The Other Side ,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1996,Poltergeist III ,1988,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1997,"Exorcist, The ",1973,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1998,Exorcist II: The Heretic ,1977,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1999,"Exorcist III, The ",1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2000,Lethal Weapon ,1987,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2001,Lethal Weapon 2 ,1989,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2002,Lethal Weapon 3 ,1992,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2003,Gremlins ,1984,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2004,Gremlins 2: The New Batch ,1990,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2005,"Goonies, The ",1985,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2006,"Mask of Zorro, The ",1998,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2007,Polish Wedding ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,"This World, Then the Fireworks ",1997,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
2009,Soylent Green ,1973,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
2010,Metropolis ,1927,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2011,Back to the Future Part II ,1989,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,Back to the Future Part III ,1990,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2013,"Poseidon Adventure, The ",1972,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,Freaky Friday ,1977,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015,"Absent-Minded Professor, The ",1961,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016,"Apple Dumpling Gang Rides Again, The ",1979,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,Babes in Toyland ,1961,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2018,Bambi ,1942,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,Seven Samurai (Shichinin no samurai) ,1954,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,Dangerous Liaisons ,1988,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2021,Dune ,1984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,"Last Temptation of Christ, The ",1988,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023,"Godfather: Part III, The ",1990,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
2024,"Rapture, The ",1991,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025,Lolita ,1997,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2026,Disturbing Behavior ,1998,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2027,Jane Austen's Mafia! ,1998,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2028,Saving Private Ryan ,1998,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2032,"Barefoot Executive, The ",1971,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2033,"Black Cauldron, The ",1985,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2034,"Black Hole, The ",1979,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2035,Blackbeard's Ghost ,1968,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2036,Blank Check ,1994,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2037,Candleshoe ,1977,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2038,"Cat from Outer Space, The ",1978,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
